course,EX,A,B,C,D,P,F,EX%,A%,B%,C%,D%,P%,F%,session,Avg CGPA
MI62004-,0,0,0,1,0,2,0,0,0,0,33.33,0,66.67,0,Spring21,5.67
MM60009-,4,4,0,0,0,0,0,50,50,0,0,0,0,0,Autumn20,9.5
MM60024-,0,1,1,0,0,0,0,0,50,50,0,0,0,0,Spring21,8.5
MM61207-,0,2,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
MM61214-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
MM61216-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring21,8
MM61228-,0,19,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
MM61228-,1,22,4,3,0,1,0,3.23,70.97,12.9,9.68,0,3.23,0,Spring21,8.58
MM61228-,0,3,5,0,0,0,0,0,37.5,62.5,0,0,0,0,Spring20,8.38
MM61316-,1,1,1,0,0,0,0,33.33,33.33,33.33,0,0,0,0,Spring21,9
MM61501-,3,1,0,0,0,0,0,75,25,0,0,0,0,0,Autumn20,9.75
MM61504-,1,2,0,0,0,0,0,33.33,66.67,0,0,0,0,0,Spring21,9.33
MM61511-,2,2,0,0,0,0,0,50,50,0,0,0,0,0,Autumn20,9.5
MM66002-,1,4,3,1,0,0,0,11.11,44.44,33.33,11.11,0,0,0,Autumn18,8.56
MM66005-,1,4,0,0,0,0,0,20,80,0,0,0,0,0,Spring20,9.2
MM66005-,0,2,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
MM66006-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Autumn19,8
MM66007-,3,6,1,0,0,0,0,30,60,10,0,0,0,0,Spring20,9.2
MM66008-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
MM72335-,2,17,11,4,0,0,0,5.88,50,32.35,11.76,0,0,0,Spring21,8.5
MS31007-MATERIAL SCIENCE,4,6,3,0,6,0,0,21.05,31.58,15.79,0,31.58,0,0,Autumn19,8.11
MS31007-MATERIAL SCIENCE,7,15,2,2,0,0,0,26.92,57.69,7.69,7.69,0,0,0,Autumn20,9.04
MS31007-MATERIAL SCIENCE,9,26,21,5,1,0,0,14.52,41.94,33.87,8.06,1.61,0,0,Spring21,8.6
MS31007-MATERIAL SCIENCE,4,2,4,4,1,0,0,26.67,13.33,26.67,26.67,6.67,0,0,Spring20,8.27
MS31007-MATERIAL SCIENCE,5,6,6,5,0,1,0,21.74,26.09,26.09,21.74,0,4.35,0,Spring19,8.35
MS31007-MATERIAL SCIENCE,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn18,7
MS41004-POLYMER TECHNOLOGY,8,17,2,0,0,0,0,29.63,62.96,7.41,0,0,0,0,Spring21,9.22
MS60009-,1,4,7,0,0,0,0,8.33,33.33,58.33,0,0,0,0,Autumn20,8.5
MS60009-,1,5,2,0,0,0,0,12.5,62.5,25,0,0,0,0,Spring21,8.88
MS60009-,1,1,1,0,0,0,0,33.33,33.33,33.33,0,0,0,0,Spring20,9
MS60032-,1,1,0,0,0,0,0,50,50,0,0,0,0,0,Spring21,9.5
MS60052-,0,1,0,1,1,0,0,0,33.33,0,33.33,33.33,0,0,Spring21,7.33
MS60058-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
MT20006-MATERIALS PROCESSING,4,20,20,6,1,4,0,7.27,36.36,36.36,10.91,1.82,7.27,0,Spring19,8.15
MT20006-MATERIALS PROCESSING,5,14,7,10,5,5,0,10.87,30.43,15.22,21.74,10.87,10.87,0,Spring20,7.76
MT20006-MATERIALS PROCESSING,4,15,38,9,1,1,0,5.88,22.06,55.88,13.24,1.47,1.47,0,Spring21,8.13
MT21008-DEFORMATION BEHAVIOUR OF MATERIALS,13,42,10,5,2,0,0,18.06,58.33,13.89,6.94,2.78,0,0,Spring21,8.82
MT21008-DEFORMATION BEHAVIOUR OF MATERIALS,15,10,10,11,4,5,0,27.27,18.18,18.18,20,7.27,9.09,0,Spring19,8.11
MT21008-DEFORMATION BEHAVIOUR OF MATERIALS,7,13,8,9,4,5,0,15.22,28.26,17.39,19.57,8.7,10.87,0,Spring20,7.89
MT21010-TRANSPORT PHENOMENA IN METALLURGICAL PROCESSES,7,9,6,11,9,12,1,12.73,16.36,10.91,20,16.36,21.82,1.82,Spring19,7.16
MT21010-TRANSPORT PHENOMENA IN METALLURGICAL PROCESSES,6,5,13,11,6,3,2,13.04,10.87,28.26,23.91,13.04,6.52,4.35,Spring20,7.5
MT21010-TRANSPORT PHENOMENA IN METALLURGICAL PROCESSES,6,18,17,14,7,5,1,8.82,26.47,25,20.59,10.29,7.35,1.47,Spring21,7.75
MT21104-GENETIC ALGORITHMS IN ENGINEERING PROCESS MODELING,15,18,12,3,0,0,0,31.25,37.5,25,6.25,0,0,0,Spring20,8.94
MT21104-GENETIC ALGORITHMS IN ENGINEERING PROCESS MODELING,3,3,2,3,3,4,0,16.67,16.67,11.11,16.67,16.67,22.22,0,Spring19,7.33
MT21104-GENETIC ALGORITHMS IN ENGINEERING PROCESS MODELING,16,21,4,1,0,0,0,38.1,50,9.52,2.38,0,0,0,Spring21,9.24
MT21105-METALLURGICAL THERMODYNAMICS AND KINETICS,10,9,15,9,3,9,0,18.18,16.36,27.27,16.36,5.45,16.36,0,Autumn18,7.76
MT21105-METALLURGICAL THERMODYNAMICS AND KINETICS,5,10,9,7,5,9,1,10.87,21.74,19.57,15.22,10.87,19.57,2.17,Autumn19,7.39
MT21105-METALLURGICAL THERMODYNAMICS AND KINETICS,22,35,7,0,1,3,0,32.35,51.47,10.29,0,1.47,4.41,0,Autumn20,9
MT21107-INTRODUCTION TO ENGINEERING MATERIALS,4,9,12,10,10,10,0,7.27,16.36,21.82,18.18,18.18,18.18,0,Autumn18,7.22
MT21107-INTRODUCTION TO ENGINEERING MATERIALS,4,6,10,4,8,14,0,8.7,13.04,21.74,8.7,17.39,30.43,0,Autumn19,6.96
MT21107-INTRODUCTION TO ENGINEERING MATERIALS,3,18,31,9,6,0,0,4.48,26.87,46.27,13.43,8.96,0,0,Autumn20,8.04
MT29005-METALLURGICAL THERMODYNAMICS AND KINETICS LAB.,1,15,23,7,5,3,0,1.85,27.78,42.59,12.96,9.26,5.56,0,Autumn18,7.83
MT29005-METALLURGICAL THERMODYNAMICS AND KINETICS LAB.,4,10,17,6,5,2,2,8.7,21.74,36.96,13.04,10.87,4.35,4.35,Autumn19,7.74
MT29005-METALLURGICAL THERMODYNAMICS AND KINETICS LAB.,12,36,17,1,0,0,1,17.91,53.73,25.37,1.49,0,0,1.49,Autumn20,8.82
MT29006-MATERIALS PROCESSING LAB.,9,31,11,0,1,3,0,16.36,56.36,20,0,1.82,5.45,0,Spring19,8.69
MT29006-MATERIALS PROCESSING LAB.,3,4,9,14,13,3,0,6.52,8.7,19.57,30.43,28.26,6.52,0,Spring20,7.15
MT29006-MATERIALS PROCESSING LAB.,11,40,17,0,0,0,0,16.18,58.82,25,0,0,0,0,Spring21,8.91
MT29007-INTRODUCTION TO ENGINEERING MATERIALS LAB.,11,35,6,2,0,0,0,20.37,64.81,11.11,3.7,0,0,0,Autumn18,9.02
MT29007-INTRODUCTION TO ENGINEERING MATERIALS LAB.,7,16,10,8,4,1,0,15.22,34.78,21.74,17.39,8.7,2.17,0,Autumn19,8.24
MT29007-INTRODUCTION TO ENGINEERING MATERIALS LAB.,9,49,9,0,0,0,0,13.43,73.13,13.43,0,0,0,0,Autumn20,9
MT30001-MATERIALS ENGINEERING,2,20,27,36,29,31,1,1.37,13.7,18.49,24.66,19.86,21.23,0.68,Autumn19,6.86
MT30001-MATERIALS ENGINEERING,24,121,38,1,0,1,0,12.97,65.41,20.54,0.54,0,0.54,0,Autumn20,8.89
"MT31007-CREEP, FATIGUE AND FRACTURE",15,11,15,7,2,4,0,27.78,20.37,27.78,12.96,3.7,7.41,0,Autumn19,8.33
"MT31007-CREEP, FATIGUE AND FRACTURE",14,22,6,2,1,0,1,30.43,47.83,13.04,4.35,2.17,0,2.17,Autumn20,8.91
MT31009-MECHANICAL WORKING OF MATERIALS,4,6,10,15,12,7,0,7.41,11.11,18.52,27.78,22.22,12.96,0,Autumn19,7.15
MT31009-MECHANICAL WORKING OF MATERIALS,4,7,11,16,4,2,1,8.89,15.56,24.44,35.56,8.89,4.44,2.22,Autumn20,7.58
MT31012-MATERIAL CHARACTERIZATION,14,13,13,7,4,3,1,25.45,23.64,23.64,12.73,7.27,5.45,1.82,Spring20,8.24
MT31012-MATERIAL CHARACTERIZATION,9,23,6,2,0,0,0,22.5,57.5,15,5,0,0,0,Spring21,8.98
MT31015-PRINCIPLES OF EXTRACTIVE METALLURGY,4,3,3,13,14,17,0,7.41,5.56,5.56,24.07,25.93,31.48,0,Autumn19,6.5
MT31015-PRINCIPLES OF EXTRACTIVE METALLURGY,7,10,12,6,6,3,0,15.91,22.73,27.27,13.64,13.64,6.82,0,Autumn20,7.93
MT31017-PHASE TRANSFORMATION AND HEAT TREATMENT OF MATERIALS,2,1,6,8,10,27,0,3.7,1.85,11.11,14.81,18.52,50,0,Autumn19,6.07
MT31017-PHASE TRANSFORMATION AND HEAT TREATMENT OF MATERIALS,3,12,13,12,2,2,0,6.82,27.27,29.55,27.27,4.55,4.55,0,Autumn20,7.91
MT31022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY,14,11,10,8,5,7,0,25.45,20,18.18,14.55,9.09,12.73,0,Spring20,8
MT31022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY,6,23,10,4,0,2,1,13.04,50,21.74,8.7,0,4.35,2.17,Spring21,8.46
MT32008-IRON MAKING & STEELMAKING,7,5,12,14,14,2,0,12.96,9.26,22.22,25.93,25.93,3.7,0,Spring20,7.46
MT32008-IRON MAKING & STEELMAKING,4,17,18,3,2,0,1,8.89,37.78,40,6.67,4.44,0,2.22,Spring21,8.31
MT39004-MATERIALS CHARACTERISATION LAB.,14,18,9,3,11,0,0,25.45,32.73,16.36,5.45,20,0,0,Spring20,8.38
MT39004-MATERIALS CHARACTERISATION LAB.,28,8,3,1,2,0,0,66.67,19.05,7.14,2.38,4.76,0,0,Spring21,9.4
MT39005-HEAT TREATMENT OF MATERIALS LAB.,8,10,20,11,4,0,0,15.09,18.87,37.74,20.75,7.55,0,0,Autumn19,8.13
MT39005-HEAT TREATMENT OF MATERIALS LAB.,13,18,6,7,1,0,0,28.89,40,13.33,15.56,2.22,0,0,Autumn20,8.78
MT39009-MECHANICAL TESTING AND WORKING LAB.,8,15,16,9,3,3,0,14.81,27.78,29.63,16.67,5.56,5.56,0,Autumn19,8.13
MT39009-MECHANICAL TESTING AND WORKING LAB.,6,21,15,1,0,0,0,13.95,48.84,34.88,2.33,0,0,0,Autumn20,8.74
MT39022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY LABORATORY,10,17,17,7,2,2,0,18.18,30.91,30.91,12.73,3.64,3.64,0,Spring20,8.36
MT39022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY LABORATORY,8,21,8,6,0,0,0,18.6,48.84,18.6,13.95,0,0,0,Spring21,8.72
MT41007-JOINING OF METALS,5,12,6,6,0,0,0,17.24,41.38,20.69,20.69,0,0,0,Spring21,8.55
MT41007-JOINING OF METALS,0,0,1,0,1,0,0,0,0,50,0,50,0,0,Autumn20,7
MT41009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES,15,11,12,7,5,4,0,27.78,20.37,22.22,12.96,9.26,7.41,0,Spring20,8.22
MT41009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES,7,22,11,3,1,0,0,15.91,50,25,6.82,2.27,0,0,Spring21,8.7
MT41011-PHYSICS OF MATERIALS,0,0,4,5,5,0,1,0,0,26.67,33.33,33.33,0,6.67,Autumn20,6.73
MT41013-CORROSION & ENVIRONMENTAL DEGRADATION OF MATERIALS,15,22,14,2,0,0,0,28.3,41.51,26.42,3.77,0,0,0,Autumn20,8.94
MT41019-CASTING & SOLIDIFICATION,6,16,9,0,0,0,0,19.35,51.61,29.03,0,0,0,0,Autumn20,8.9
MT41023-COMPOSITE MATERIALS,8,12,8,2,3,0,1,23.53,35.29,23.53,5.88,8.82,0,2.94,Autumn20,8.47
MT41025-NON DESTRUCTIVE TESTING,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn20,7
MT41025-NON DESTRUCTIVE TESTING,3,13,1,0,0,0,0,17.65,76.47,5.88,0,0,0,0,Spring21,9.12
MT41027-DESIGN & SELECTION OF MATERIALS,4,21,17,2,0,0,0,9.09,47.73,38.64,4.55,0,0,0,Autumn20,8.61
MT41031-EXTRACTIVE METALLURGY OF NON-FERROUS METALS,3,1,2,1,0,1,0,37.5,12.5,25,12.5,0,12.5,0,Autumn20,8.38
MT41034-METALLURGICAL FAILURE ANALYSIS,0,0,0,0,1,0,0,0,0,0,0,100,0,0,Autumn20,6
MT41034-METALLURGICAL FAILURE ANALYSIS,5,29,11,2,0,0,0,10.64,61.7,23.4,4.26,0,0,0,Spring21,8.79
MT41037-POWDER METALLURGY,4,6,6,3,2,1,0,18.18,27.27,27.27,13.64,9.09,4.55,0,Autumn20,8.18
MT41112-SURFACE ENGINEERING,3,1,0,0,0,0,0,75,25,0,0,0,0,0,Spring21,9.75
MT47003-PROJECT-I,12,14,5,1,0,0,1,36.36,42.42,15.15,3.03,0,0,3.03,Autumn20,9
MT48002-COMPREHENSIVE VIVA-VOCE,2,9,12,1,0,0,0,8.33,37.5,50,4.17,0,0,0,Spring21,8.5
MT48003-SUMMER TRAINING,1,3,12,6,0,0,0,4.55,13.64,54.55,27.27,0,0,0,Autumn20,7.95
MT49009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY,31,14,2,4,2,1,0,57.41,25.93,3.7,7.41,3.7,1.85,0,Spring20,9.2
MT49009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY,10,23,11,0,0,0,0,22.73,52.27,25,0,0,0,0,Spring21,8.98
MT60006-,11,19,15,5,1,0,0,21.57,37.25,29.41,9.8,1.96,0,0,Spring21,8.67
MT60007-,2,1,1,0,0,0,0,50,25,25,0,0,0,0,Autumn20,9.25
MT60008-,0,0,0,0,0,1,0,0,0,0,0,0,100,0,Autumn20,5
MT60008-,0,2,3,0,1,0,0,0,33.33,50,0,16.67,0,0,Spring21,8
MT60134-,2,1,0,0,0,0,0,66.67,33.33,0,0,0,0,0,Spring21,9.67
MT60148-,7,10,2,0,0,0,0,36.84,52.63,10.53,0,0,0,0,Spring21,9.26
MT60150-,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn20,7
MT60150-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
MT61136-,0,3,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
MT61146-,0,0,1,0,0,1,0,0,0,50,0,0,50,0,Spring21,6.5
MT61146-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
MT61151-,10,10,6,1,0,0,0,37.04,37.04,22.22,3.7,0,0,0,Autumn20,9.07
MT66003-,0,2,1,2,2,1,0,0,25,12.5,25,25,12.5,0,Spring20,7.13
MT66003-,0,1,2,1,0,0,0,0,25,50,25,0,0,0,Autumn19,8
NA21001-MARINE HYDRODYNAMICS,6,12,9,8,6,5,0,13.04,26.09,19.57,17.39,13.04,10.87,0,Spring19,7.76
NA21001-MARINE HYDRODYNAMICS,7,7,13,12,2,4,0,15.56,15.56,28.89,26.67,4.44,8.89,0,Spring20,7.84
NA21001-MARINE HYDRODYNAMICS,13,19,15,3,1,1,0,25,36.54,28.85,5.77,1.92,1.92,0,Spring21,8.71
NA21003-MARINE CONSTRUCTION AND WELDING,7,6,9,9,10,5,0,15.22,13.04,19.57,19.57,21.74,10.87,0,Autumn18,7.48
NA21003-MARINE CONSTRUCTION AND WELDING,3,7,15,11,4,5,0,6.67,15.56,33.33,24.44,8.89,11.11,0,Autumn19,7.53
NA21003-MARINE CONSTRUCTION AND WELDING,8,24,15,5,0,0,0,15.38,46.15,28.85,9.62,0,0,0,Autumn20,8.67
NA21004-SHIP STRENGTH,4,12,1,10,12,7,0,8.7,26.09,2.17,21.74,26.09,15.22,0,Spring19,7.24
NA21004-SHIP STRENGTH,6,5,7,11,3,13,0,13.33,11.11,15.56,24.44,6.67,28.89,0,Spring20,7.13
NA21004-SHIP STRENGTH,9,2,7,20,4,8,2,17.31,3.85,13.46,38.46,7.69,15.38,3.85,Spring21,7.23
NA21101-HYDROSTATICS AND STABILITY,6,11,9,7,4,9,0,13.04,23.91,19.57,15.22,8.7,19.57,0,Autumn18,7.59
NA21101-HYDROSTATICS AND STABILITY,6,12,11,6,4,6,0,13.33,26.67,24.44,13.33,8.89,13.33,0,Autumn19,7.82
NA21101-HYDROSTATICS AND STABILITY,27,18,6,1,0,0,0,51.92,34.62,11.54,1.92,0,0,0,Autumn20,9.37
NA29002-LINES PLAN AND HYDROSTATICS LABORATORY,5,10,14,7,4,6,0,10.87,21.74,30.43,15.22,8.7,13.04,0,Spring19,7.72
NA29002-LINES PLAN AND HYDROSTATICS LABORATORY,0,11,18,9,3,4,0,0,24.44,40,20,6.67,8.89,0,Spring20,7.64
NA29002-LINES PLAN AND HYDROSTATICS LABORATORY,16,10,10,8,3,5,0,30.77,19.23,19.23,15.38,5.77,9.62,0,Spring21,8.25
NA31001-ELEMENTS OF OCEAN ENGINEERING,6,8,11,6,6,8,0,13.33,17.78,24.44,13.33,13.33,17.78,0,Autumn19,7.51
NA31001-ELEMENTS OF OCEAN ENGINEERING,7,18,7,3,3,2,0,17.5,45,17.5,7.5,7.5,5,0,Autumn20,8.43
NA31002-MARINE DESIGN,2,1,5,19,17,0,0,4.55,2.27,11.36,43.18,38.64,0,0,Spring20,6.91
NA31002-MARINE DESIGN,1,14,22,4,1,1,0,2.33,32.56,51.16,9.3,2.33,2.33,0,Spring21,8.16
NA31003-MARINE PRODUCTION AND PLANNING,2,11,16,10,5,2,0,4.35,23.91,34.78,21.74,10.87,4.35,0,Autumn19,7.76
NA31003-MARINE PRODUCTION AND PLANNING,2,29,8,1,1,1,0,4.76,69.05,19.05,2.38,2.38,2.38,0,Autumn20,8.64
NA31004-CAD-CAM MARINE DESIGN & PRODUCTION,1,13,17,9,3,2,1,2.17,28.26,36.96,19.57,6.52,4.35,2.17,Spring20,7.78
NA31004-CAD-CAM MARINE DESIGN & PRODUCTION,13,21,8,2,0,0,0,29.55,47.73,18.18,4.55,0,0,0,Spring21,9.02
NA31005-RESISTANCE AND PROPULSION,2,1,8,7,2,26,0,4.35,2.17,17.39,15.22,4.35,56.52,0,Autumn19,6.17
NA31005-RESISTANCE AND PROPULSION,1,11,16,14,0,0,0,2.38,26.19,38.1,33.33,0,0,0,Autumn20,7.98
NA31006-SEAKEEPING & MANEUVERING,3,5,4,9,10,13,2,6.52,10.87,8.7,19.57,21.74,28.26,4.35,Spring20,6.59
NA31006-SEAKEEPING & MANEUVERING,0,7,21,15,0,0,0,0,16.28,48.84,34.88,0,0,0,Spring21,7.81
NA31007-VIBRATION OF FLOATING STRUCTURES,5,10,9,11,8,3,0,10.87,21.74,19.57,23.91,17.39,6.52,0,Autumn19,7.65
NA31007-VIBRATION OF FLOATING STRUCTURES,4,6,10,1,6,12,0,10.26,15.38,25.64,2.56,15.38,30.77,0,Autumn20,7.1
NA39004-CAD-CAM LAB.,2,16,18,3,1,3,0,4.65,37.21,41.86,6.98,2.33,6.98,0,Spring20,8.14
NA39004-CAD-CAM LAB.,11,10,9,7,3,3,0,25.58,23.26,20.93,16.28,6.98,6.98,0,Spring21,8.23
NA39006-MARINE DESIGN LABORATORY - I,6,6,17,8,3,3,0,13.95,13.95,39.53,18.6,6.98,6.98,0,Spring20,7.88
NA39006-MARINE DESIGN LABORATORY - I,11,11,15,3,0,1,0,26.83,26.83,36.59,7.32,0,2.44,0,Spring21,8.66
NA39009-STRUCTURAL DESIGN & COMPUTATION LAB,9,14,13,4,3,0,0,20.93,32.56,30.23,9.3,6.98,0,0,Autumn19,8.51
NA39009-STRUCTURAL DESIGN & COMPUTATION LAB,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
NA39011-HYDRODYNAMICS LABORATORY,8,22,13,0,0,0,0,18.6,51.16,30.23,0,0,0,0,Autumn19,8.88
NA39011-HYDRODYNAMICS LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
NA40010-OFFSHORE TECHNOLOGY,0,0,2,0,0,1,0,0,0,66.67,0,0,33.33,0,Spring21,7
NA40010-OFFSHORE TECHNOLOGY,0,0,0,0,1,2,0,0,0,0,0,33.33,66.67,0,Spring20,5.33
NA40020-COMPUTATIONAL MARINE HYDRODYNAMICS,4,3,2,7,4,0,0,20,15,10,35,20,0,0,Spring20,7.8
NA40020-COMPUTATIONAL MARINE HYDRODYNAMICS,2,2,2,0,0,0,0,33.33,33.33,33.33,0,0,0,0,Spring21,9
NA40022-COMPUTER AIDED OCEAN STRUCTURE ANALYSIS,1,1,3,8,6,3,0,4.55,4.55,13.64,36.36,27.27,13.64,0,Autumn20,6.82
NA47005-PROJECT-I,6,11,6,1,0,0,1,24,44,24,4,0,0,4,Autumn20,8.72
NA48001-INDUSTRIAL TRAINING,1,10,3,2,0,0,0,6.25,62.5,18.75,12.5,0,0,0,Autumn20,8.63
NA49005-MARINE STRUCTURAL LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
NA49007-MARINE DESIGN LABORATORY - II,4,23,12,1,2,0,1,9.3,53.49,27.91,2.33,4.65,0,2.33,Autumn20,8.51
NA60003-,0,0,0,0,0,1,0,0,0,0,0,0,100,0,Autumn20,5
NA60007-,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn20,7
NA60007-,1,5,9,4,0,1,0,5,25,45,20,0,5,0,Spring21,8
NA60014-,0,1,0,0,1,0,0,0,50,0,0,50,0,0,Autumn20,7.5
NA60014-,0,1,2,2,1,1,0,0,14.29,28.57,28.57,14.29,14.29,0,Spring20,7.14
NA60014-,5,10,8,6,0,0,0,17.24,34.48,27.59,20.69,0,0,0,Spring21,8.48
NA60022-,1,3,5,1,0,0,0,10,30,50,10,0,0,0,Spring21,8.4
NA60022-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Autumn20,8
NA60038-,8,10,2,4,3,1,0,28.57,35.71,7.14,14.29,10.71,3.57,0,Spring21,8.46
NA60045-,3,4,4,1,1,0,0,23.08,30.77,30.77,7.69,7.69,0,0,Autumn20,8.54
NA60047-,4,3,3,3,4,7,0,16.67,12.5,12.5,12.5,16.67,29.17,0,Autumn20,7.13
NA60048-,1,11,2,1,0,0,0,6.67,73.33,13.33,6.67,0,0,0,Spring21,8.8
NA60056-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
NA60060-,2,3,6,2,1,1,0,13.33,20,40,13.33,6.67,6.67,0,Spring21,8
NA60064-,0,1,3,0,3,0,0,0,14.29,42.86,0,42.86,0,0,Spring21,7.29
NA61001-,10,17,11,4,0,0,0,23.81,40.48,26.19,9.52,0,0,0,Autumn20,8.79
NA66005-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring18,9
NA66007-,0,3,0,0,0,0,0,0,100,0,0,0,0,0,Autumn18,9
NT70002-,8,11,4,8,0,1,2,23.53,32.35,11.76,23.53,0,2.94,5.88,Spring21,8.24
NT70002-,2,2,8,2,6,0,0,10,10,40,10,30,0,0,Spring20,7.6
PE40002-HYDROCARBON PRODUCTION ENGINEERING,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring19,9
PE66001-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
PH11001-PHYSICS,42,72,66,106,114,164,4,7.39,12.68,11.62,18.66,20.07,28.87,0.7,Spring18,6.79
PH11001-PHYSICS,81,153,132,102,101,44,0,13.21,24.96,21.53,16.64,16.48,7.18,0,Autumn17,7.8
PH11001-PHYSICS,59,111,133,118,86,133,0,9.22,17.34,20.78,18.44,13.44,20.78,0,Spring19,7.28
PH11001-PHYSICS,63,146,146,139,79,99,1,9.36,21.69,21.69,20.65,11.74,14.71,0.15,Autumn18,7.52
PH11001-PHYSICS,159,167,169,94,63,70,0,22.02,23.13,23.41,13.02,8.73,9.7,0,Spring20,8.08
PH11001-PHYSICS,173,203,133,107,60,70,4,23.07,27.07,17.73,14.27,8,9.33,0.53,Autumn19,8.13
PH11003-PHYSICS OF WAVES,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn19,7
PH19001-PHYSICS LAB.,85,253,167,46,14,0,3,14.96,44.54,29.4,8.1,2.46,0,0.53,Spring18,8.59
PH19001-PHYSICS LAB.,113,258,169,53,10,10,0,18.43,42.09,27.57,8.65,1.63,1.63,0,Autumn17,8.62
PH19001-PHYSICS LAB.,151,292,128,46,18,4,1,23.59,45.63,20,7.19,2.81,0.63,0.16,Spring19,8.78
PH19001-PHYSICS LAB.,264,231,124,32,15,5,2,39.23,34.32,18.42,4.75,2.23,0.74,0.3,Autumn18,9
PH19001-PHYSICS LAB.,186,409,102,21,1,2,1,25.76,56.65,14.13,2.91,0.14,0.28,0.14,Spring20,9.04
PH19001-PHYSICS LAB.,313,253,111,45,17,7,4,41.73,33.73,14.8,6,2.27,0.93,0.53,Autumn19,9.02
PH19003-PHYSICS LABORATORY,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Autumn19,10
PH20003-PHYSICS-II,19,34,43,33,41,21,1,9.9,17.71,22.4,17.19,21.35,10.94,0.52,Autumn18,7.43
PH20003-PHYSICS-II,19,48,46,37,30,21,0,9.45,23.88,22.89,18.41,14.93,10.45,0,Autumn19,7.63
PH20003-PHYSICS-II,44,163,41,3,0,0,1,17.46,64.68,16.27,1.19,0,0,0.4,Autumn20,8.97
PH20007-CLASSICAL MECHANICS-I,11,14,6,2,2,2,0,29.73,37.84,16.22,5.41,5.41,5.41,0,Autumn20,8.65
PH20007-CLASSICAL MECHANICS-I,1,8,10,10,3,0,1,3.03,24.24,30.3,30.3,9.09,0,3.03,Autumn18,7.7
PH20007-CLASSICAL MECHANICS-I,2,8,11,4,2,3,0,6.67,26.67,36.67,13.33,6.67,10,0,Autumn19,7.83
PH20101-FLUID MECHANICS AND ELASTICITY,4,3,6,11,4,4,0,12.5,9.38,18.75,34.38,12.5,12.5,0,Spring19,7.38
PH20101-FLUID MECHANICS AND ELASTICITY,4,5,8,4,4,5,0,13.33,16.67,26.67,13.33,13.33,16.67,0,Spring20,7.53
PH20101-FLUID MECHANICS AND ELASTICITY,9,18,6,0,1,1,0,25.71,51.43,17.14,0,2.86,2.86,0,Spring21,8.89
PH21001-ELECTRODYNAMICS-I,1,4,4,8,10,4,1,3.13,12.5,12.5,25,31.25,12.5,3.13,Autumn18,6.81
PH21001-ELECTRODYNAMICS-I,0,8,19,7,1,1,0,0,22.22,52.78,19.44,2.78,2.78,0,Autumn20,7.89
PH21001-ELECTRODYNAMICS-I,1,4,4,6,6,7,0,3.57,14.29,14.29,21.43,21.43,25,0,Autumn19,6.82
PH21004-THERMAL PHYSICS,4,2,5,9,5,7,0,12.5,6.25,15.63,28.13,15.63,21.88,0,Spring19,7.06
PH21004-THERMAL PHYSICS,9,17,1,0,1,0,0,32.14,60.71,3.57,0,3.57,0,0,Spring20,9.18
